               E1 ,                E2
    16423.4274795 ,     1206.44966334
    6113.79118774 ,     286.759248666
    160.468294657 ,     7791.15980845
    22188.2261685 ,     4073.28324891
    70.6087678041 ,     1260.34144432
   0.269911571725 ,     7346.11255545
    1418.12820286 ,     1408.06672567
    11659.9276857 ,     4897.83335866
     14991.105556 ,     1107.80975993
    60.5137037329 ,     825.256245226
    28923.0352693 ,     23891.6749928
    1279.88842804 ,     7220.53230316
    9767.25748718 ,      10384.978043
    29391.8051877 ,     1438.67593478
    5962.49922019 ,     2402.82222163
    2199.29982084 ,     5212.45318973
    533.557588206 ,     6857.03119984
    6045.90034095 ,     50.9701797014
    69438.5949896 ,     5559.03998602
     4289.3654218 ,     650.478826693
    91187.3184858 ,     57810.8573485
    6828.16612012 ,     12363.3265828
    2088.67352933 ,     10614.5597378
    23489.2073278 ,     26924.8331914
    6307.48282959 ,     2430.66208782
    12972.9430439 ,     13880.6968016
    2986.46043427 ,     15785.3318472
    1384.75887507 ,     6736.11237236
     5299.4341578 ,     284.288716104
    7332.87774499 ,     366.062882739
    1010.44875407 ,     8981.22880654
    564.067230271 ,     3109.18320861
    22888.7272923 ,     3377.83974621
    12568.1735022 ,     10781.8307197
    24.4263271019 ,     11763.9526666
    2171.37924471 ,     1803.50113121
    1643.17879662 ,     3.95723682314
    3201.57504119 ,     2867.57294733
    1639.63450629 ,     1484.78878397
    183.171729403 ,     1700.95185821
     3945.3585435 ,     1712.33571687
    3263.20441753 ,     81.6610682281
    26355.2203467 ,     15814.7904318
    10256.1547589 ,     5426.47766718
    15093.7134682 ,      11710.402507
    35.3004431379 ,    0.858581667477
    4764.42839482 ,     50.8867620414
    22255.1349038 ,     3183.99293323
    1250.58084788 ,     1129.46520678
     8455.9643925 ,     1788.84696813
    6.86570987665 ,     791.115367418
  0.0544187820815 ,     517.154239507
    136.669357804 ,     402.475742397
    115.801129851 ,     1314.48070385
    653.806436847 ,     1875.43425234
    10929.2218052 ,       31.21365467
    1022.74030507 ,     3838.80436451
    3420.59368294 ,     2018.48046366
    2302.46993491 ,   0.0886744240463
     4411.6752602 ,     560.155594277
    15289.7859688 ,     3348.17267435
    6476.88810636 ,     3570.50798338
     2979.2457168 ,   0.0581774104879
    2034.79303873 ,     2494.45507744
    822.318364675 ,     2639.55597272
    3723.03266436 ,     2678.03139402
    33595.3010212 ,     70.0578182632
     797.61411158 ,     1250.14424963
    77697.9831159 ,     36455.7550454
    16022.3608021 ,     16627.3784588
    68833.5880814 ,     7907.65302924
    43.9306698679 ,     3300.84991001
    16224.4413032 ,     6627.08447587
    348.794256255 ,     2240.83017159
   0.910515826608 ,      5660.2543756
    55990.3908512 ,     21287.2661542
  0.0143146542925 ,     2522.21750691
    13873.8066261 ,     77.4879870418
    4188.59641527 ,    0.175638254317
    3415.85241471 ,     6032.47074822
    6246.40737464 ,     659.085368589
    41464.6884401 ,     1912.23164064
    280.988239657 ,      13750.346039
    6631.35267137 ,      689.46050462
    48855.5115495 ,     9091.24485254
    40992.0997561 ,     31774.5441902
    4944.51063669 ,     6195.35607104
    7427.43687663 ,     16944.4106829
     23324.614703 ,     17805.2654318
    998.691026066 ,      3064.6928256
    549.691434731 ,      6475.9380177
    77.8218693511 ,     2047.55265522
     9237.4275181 ,   0.0435667662671
    562.376798189 ,     157.284142725
    3956.54768068 ,     1189.97877901
    17702.4690768 ,     1726.49129639
    10021.8251133 ,     14784.7439042
    55346.2457749 ,     25353.3959762
    4027.80231793 ,     17877.7601912
    2974.39541247 ,     6928.00201621
    759.688641161 ,     102.951585203
    8686.57901472 ,     576.361283909
    2780.19631776 ,     2887.12101816
    59768.0955709 ,     10837.6393002
    38168.8934993 ,     1903.85128874
    12386.8610357 ,     1503.17344432
    24084.0445843 ,     13901.5809751
    34653.6946732 ,         3262.3963
    192.298585365 ,     5067.11948916
    24893.4103431 ,     1376.84384711
    1202.43518725 ,     42.4159281853
    14205.4555318 ,     13441.7200321
    278.581603841 ,       2260.911403
     424.25357199 ,      181.14482955
    15018.2966264 ,     638.592255344
     15061.516664 ,     39410.9141976
    17328.4772451 ,     4414.83391222
    33508.1543919 ,     18388.0098521
    224.571405718 ,     936.169454175
    431.961912178 ,     388.169188961
    1030.20436776 ,     3585.03246468
    11782.3238336 ,    0.488066068124
    1438.49595474 ,     1632.23959087
    7127.52643196 ,     25946.2936659
    6121.47257523 ,     4623.99524176
    86.3593409329 ,     9226.20233563
    16484.3092244 ,     16933.8652378
    5802.41540037 ,     2967.55562013
    461.096635161 ,     3945.28676268
    1137.88138381 ,     973.848495266
    846.394003806 ,     140.619801198
    40285.6194639 ,     17792.1449319
    3000.22030608 ,     24.4404245988
    1821.35981953 ,     8025.47025772
    6761.49816875 ,     6811.45966619
    52535.6672003 ,     28381.3960753
    1.90846100755 ,     2269.18475475
    20452.9884933 ,     13049.8437517
    10755.1971219 ,     6.91327888904
    10472.0509337 ,     1009.15739565
    83.5848124447 ,     295.115515997
     8592.9756576 ,     1114.28634549
    4051.20883161 ,     2380.87075343
    21398.1482129 ,     4.15505793232
    18649.7216408 ,     589.089361658
    23748.6673292 ,     151.631360399
     672.17547091 ,     3812.23828178
    14719.3078806 ,     154.594401591
    12028.1533731 ,     9780.58148979
    936.136329075 ,     2409.04308866
    6937.52482096 ,     373.591787031
    414.793124723 ,     77.5699495245
    10550.1251055 ,     7805.28659294
    21626.1886757 ,     1436.87676158
    13392.1956197 ,     14945.0133381
    2867.03021096 ,     3715.43522147
    49435.6017913 ,     8022.17237479
    7708.69283404 ,     15588.8374987
    3593.43560869 ,      15733.745287
    306.389812461 ,       74.83030243
    235.895764619 ,     1950.02340517
    19442.5810053 ,     21526.1110884
     150.15606116 ,     9262.07953034
    25397.9127529 ,     15424.1550057
    5285.26908698 ,     6.62283543387
    467.694245844 ,     3220.33985353
    4208.59566113 ,     3032.28506861
    46434.5653747 ,     2666.60605844
    4391.82178805 ,     700.757866307
    27454.0958995 ,     6821.79379462
   0.326016409756 ,     564.267695798
    1513.87499607 ,     5.82604494736
    10208.9547543 ,     2731.41928153
    51.7569666602 ,     8809.29149459
     15961.652836 ,     15244.1025227
    11579.8929207 ,      8642.7991781
     11433.069536 ,     2407.09261599
    172.986367929 ,     2669.14537155
    14311.3481679 ,     99.1702570264
    54.8380651539 ,     13510.3669842
    32777.8090906 ,     6973.40035089
    40324.7313369 ,      8782.5939616
    608.349296936 ,     222.173268792
    19781.7535594 ,     472.978407872
    1106.80706707 ,      11150.220372
    29412.2294709 ,     159.748812469
    333.106190903 ,     116.791197307
    2731.74203164 ,     111.513591084
    7944.36738416 ,     7463.86262214
    41005.6804973 ,      28365.989778
    7994.69477742 ,     25086.7182487
    148.239084434 ,      76.357581131
  0.0950753119763 ,      241.06972133
    11680.0371293 ,     239.027478604
    643.256007466 ,     2.73592666085
    10481.0655805 ,     8259.70273313
    14850.2453683 ,     3416.32717416
    301.283951422 ,     7777.27090132
    874.845819283 ,     2113.77278577
     19993.385841 ,     1752.23583188
    12386.0064431 ,     500.276343258
    67.1051293062 ,     1294.87701931
    7328.49830251 ,     19433.0374367
    15078.7443679 ,     11740.6114746
   0.818461038328 ,     1462.27748369
    67447.2175216 ,     55259.5472833
    875.199444171 ,     5602.22172101
    1711.43206663 ,      1988.0817072
    8.61937985443 ,      13823.751177
    14309.5314297 ,     124.875049962
    374.909210587 ,     1135.03658875
    204.308070216 ,     1278.51284057
    1356.97553403 ,     8760.09330813
    9832.52385349 ,      1546.3259092
    43.8536413802 ,     4498.81405983
    29730.0898707 ,     439.119004967
    8372.19678377 ,     6862.95846911
    13375.5444221 ,     1962.10623932
    1.54040260359 ,     410.091940809
    6841.77421154 ,     325.774535736
    919.322314183 ,     52.6195918631
    25116.1499012 ,      35018.724359
    4904.45513238 ,     223.899671324
    93.1455017358 ,     1560.46777162
 0.00476812536309 ,     11862.1862599
    7318.57456617 ,     598.335358822
    7984.59161731 ,     12286.7617313
    4240.75947718 ,     38.0265265469
    9006.83203315 ,     12281.0502538
     7366.3907804 ,     35224.2300501
    20588.1475352 ,     30805.3284361
    9803.34890987 ,     11591.8092072
    6061.69560804 ,     1298.50659274
    46951.4377964 ,     13227.1782816
    4555.74616285 ,     3600.38068778
    16261.6632052 ,     18446.0615856
    19434.6625086 ,     3502.99153727
     33.183820531 ,     2504.20238723
    8290.66462679 ,     8072.36281556
    2856.46325781 ,     4931.60608135
    1567.12762766 ,     1026.26391621
    14071.1583303 ,     21505.1134038
    25214.6134981 ,      13832.378378
    23.6691168953 ,     3442.48485613
    26355.8481842 ,     3520.75117787
    8275.21638688 ,     25868.0527592
    581.580129223 ,     28.2840018498
    3036.29847899 ,     14756.6265567
    1473.70770366 ,     2361.29702863
    2251.12463328 ,     132.593127757
    5174.47608643 ,     4425.29715621
    12589.5465461 ,     22242.4581187
    274.218816939 ,     6266.41443877
    58.8517826556 ,     16212.1357818
    1599.16870013 ,     1942.27978048
    31662.8416291 ,     4324.29716248
    29502.0112175 ,     22374.7044771
    28884.8599047 ,     39987.0785613
    12785.6143705 ,     10735.6093632
    932.991714686 ,     117.543477612
    457.374125975 ,     69.7556538401
    9271.28518783 ,     1322.86706027
    14688.3179782 ,     10182.9657532
    14876.2538574 ,      3883.4556167
    20773.0119343 ,     11850.9209798
    2932.36537294 ,     2578.16162645
    1898.31807388 ,     4748.12756763
    8391.52301493 ,     4441.15766258
    17121.5382193 ,     15741.6386772
    5186.62288842 ,     44.3492578039
    12237.6269543 ,     5776.07352444
    1510.53123623 ,     363.985936517
    10.4112825198 ,     2469.51050821
    14529.4701433 ,     4530.65542865
    9272.75925657 ,     728.130369998
    21480.6611948 ,     10296.5420376
    6987.36693647 ,     3701.33323552
    24465.4214543 ,     3830.79790465
    5335.23219858 ,      3832.6231812
    2848.98275273 ,     1296.98522978
    49487.4520984 ,     39036.5190741
    29230.5334552 ,     26330.8186924
    3392.61291974 ,     562.186191259
     8809.3512396 ,     29154.4199282
    5169.57330685 ,     2263.88887423
    655.672893979 ,     16.7039146189
    93.8801551195 ,      2461.5036699
     15366.104355 ,     9914.53289113
    8964.62382046 ,     393.988170547
    12622.6742045 ,     5848.33492962
     1394.2373103 ,     19609.0352358
    3538.94437916 ,    0.630968556116
    16167.2763077 ,     3429.49984632
    8442.00531523 ,     270.428539166
    16587.7831585 ,     165.874082317
    687.840728222 ,     5289.92972955
    3302.33030735 ,     946.890555241
    13820.5139054 ,     21794.5675708
    7197.91440651 ,     1733.06515676
    2037.07628236 ,     11511.8535404
    33651.9616643 ,     52547.3502276
    27458.9049489 ,     19201.7788031
    11066.5740026 ,     190.267782023
    21490.6727604 ,     161.621515339
    11811.0809708 ,     180.381406727
    43743.4249921 ,     25512.6613895
    19517.3077111 ,       7084.043854
    5889.82017781 ,     27.4797446108
    1348.69751326 ,     852.803610561
    25324.4038929 ,     21345.1258272
    20296.9911522 ,     3455.64316042
    2130.14642336 ,      246.27967284
    5967.34594773 ,     19109.3921371
    23305.4318145 ,     16074.7736277
    36.9634138088 ,     7.71861200544
    62304.5848269 ,      9279.0519137
    10857.6274121 ,      297.43827711
    10296.9523006 ,      1.4229129815
    38880.2420168 ,     9274.50711372
    142180.933297 ,     48650.5362837
     28.570205711 ,     28.9770978342
    11597.9246809 ,     10977.1123786
    11004.1422083 ,     5415.76739606
    5308.50341782 ,     13794.6249003
     39407.078685 ,     9263.29087485
    2022.97625619 ,     1383.32877464
    69567.2595229 ,     43539.1501455
    3328.61816443 ,     368.678287167
    37139.3079844 ,     2727.00105039
    739.717807252 ,      2422.4528949
    204.351319467 ,     85.6187914277
    2003.46200697 ,     5.86261419667
    5998.56477243 ,     11431.2982708
     8235.7578892 ,     1081.51278636
    8916.42246525 ,     6302.38274611
    12979.2807658 ,     16899.5360602
     283.57895737 ,     780.287250194
    9214.82963378 ,     2396.15742906
    1401.49756263 ,     2713.53517273
    116078.601432 ,     12468.0567059
     18690.792261 ,     58.5341531088
    25897.5291832 ,     249.676731907
    31860.2302465 ,     8219.11341534
    26343.6743526 ,     8615.07199866
    41155.4481583 ,     34423.2268793
    8757.23459559 ,     40925.9955933
    7722.19125449 ,     8203.70274314
    3888.63371121 ,     13529.0940252
    22422.5332091 ,     218.132672119
     6876.1095108 ,     694.705603061
    43845.2934378 ,     21303.8101992
     377.22519345 ,     1441.06483966
     508.55054761 ,     273.791266194
    1736.16848511 ,     3626.10783958
    48180.5188777 ,     4052.31433771
    35147.4198774 ,     15677.5513571
    5592.88008305 ,     198.666289102
    58354.6462878 ,     6370.78837322
    6144.30524612 ,     887.286722043
    9215.28413819 ,     4449.78124195
    30681.3199098 ,     14614.3592873
    1314.54753936 ,     703.329690148
     8802.8443123 ,     3605.51149638
    37992.0746448 ,     18930.3962437
    6094.31954872 ,     6270.18272577
    216.586329115 ,     22.8611378379
    307.928516814 ,  0.00282094548548
    33384.0893122 ,     2102.23563092
    935.498780495 ,    0.961574084153
     3114.9785872 ,     22.8103857097
    29.8474203071 ,     14190.0282302
    1446.54566531 ,     5487.04122244
     1889.2036831 ,     8104.85544236
    9583.03770711 ,     3474.77671582
    888.966247193 ,     273.839643986
     5376.6990991 ,     11397.3880878
    30094.7462619 ,     5725.28078723
    100572.780025 ,     16359.1059441
    2058.59748667 ,     32215.0950917
    24407.7132908 ,     1261.05164332
    1001.21078338 ,     2911.39354528
    21787.4757215 ,     2521.81765335
    12267.2881061 ,     1901.65319266
    41762.2528549 ,     973.996219124
    8021.27478809 ,      1509.8197058
    3889.67448004 ,     1029.90210284
    4650.13101996 ,      4208.5360025
    16299.6541394 ,     30476.0812247
    349.325026806 ,      1328.4771982
    8717.70228889 ,     864.886260458
    25233.5180808 ,     18519.8265997
     6303.2445576 ,     301.056856052
    56.1610964048 ,        1023.42354
    1461.85585026 ,     13940.1210956
    74372.6267516 ,      24006.435988
    71864.5518744 ,     22675.9454979
    335.196089611 ,      5137.3119423
    10802.4687018 ,     2050.32353522
    21053.1118278 ,     28511.9450748
    12780.0705705 ,     1749.44230199
    7413.17681875 ,     4593.53651002
    1291.98490343 ,     1565.30566064
    988.624735027 ,     2975.81687779
    4388.96201028 ,     9838.11614312
     451.80061631 ,     58.8570347272
    22083.1000011 ,     7514.05750791
    10536.2452759 ,     25367.6137325
    1981.10334904 ,     593.825722361
    14086.4309918 ,     10434.3570811
    31026.7883407 ,     1275.48912641
    18.5985451362 ,     118.206998763
    16187.4729752 ,     2.25694493876
    54.2626846175 ,     317.096253874
    2308.85091085 ,     13222.9404462
    6233.94380434 ,     3131.26349252
    1.48061373195 ,     214.864257769
    12484.4092469 ,     5.70452563498
    74.5125020769 ,     13431.5875384
    1187.95534867 ,     1929.20313153
     28566.898793 ,     1962.53040499
    2852.93343053 ,     628.909394275
    2011.77808786 ,     486.416251353
    4098.22740456 ,     3413.32956899
     3590.7306851 ,      183.19678115
    9901.26560489 ,     123.615177426
    28990.9258108 ,     5262.80488653
    2351.86341914 ,     3.67429175558
    2974.20433058 ,     289.289971893
    19041.7547302 ,     251.599186236
    48951.6490214 ,      16968.220509
    4433.20655405 ,     14840.1632816
    14870.4860758 ,     924.794873689
    1909.47499003 ,     140.729643954
    217.485557963 ,     2019.64067011
    664.033798095 ,     32234.3582725
    157.080598592 ,     5.57858690922
    35864.7391827 ,     6782.98714514
     2295.8663524 ,      4118.3846441
    9396.53507294 ,     16954.4792812
    261.718577365 ,     10981.7857579
    958.217243694 ,     4120.23731573
     2036.9088026 ,     9187.20159844
    31670.5422861 ,     15920.3418946
    47945.5910085 ,     13054.1275246
     14298.818346 ,     11672.8708757
    18162.4863135 ,     48403.4953261
    15214.7510382 ,     12243.3775815
    5545.50003667 ,     6494.29180776
    19123.6833845 ,     32493.5933547
    11388.0564455 ,     7238.37377003
    10470.0087606 ,     669.448424505
    20716.8028128 ,     5775.18397327
    12491.6403937 ,     28531.7546983
      48212.77766 ,     26957.4814598
    109121.991738 ,     11278.6547375
    1147.96172955 ,     428.143811583
    1132.43911884 ,     157.694205984
    9200.72893361 ,     12354.8297307
    6683.43503602 ,     1703.64329695
    29882.7560809 ,     43691.8749011
    155.445618575 ,     1862.50447631
    27547.3199082 ,     12885.6415211
    4.36778038619 ,     115.719410387
    22626.9865364 ,     119.120842454
    1351.46918854 ,     7943.68521541
    18613.9284097 ,     24599.0162309
    917.158118498 ,     10898.6203224
    373.104061407 ,     594.965821797
    4298.44045467 ,     10775.2161818
      83850.24746 ,     45353.2792308
    43058.4820587 ,     4232.30810398
    145.913930669 ,     791.836741164
    66.0815619869 ,     630.533930089
    24377.4296229 ,     1699.95668741
    1666.58308841 ,     18336.1741075
    23159.7455434 ,     11217.0842119
    18389.2402841 ,     46.0676788758
    3577.95729601 ,     877.717615285
    2963.58446638 ,     3502.59003276
     2621.6584408 ,     21445.7100052
    1663.88408642 ,     711.031124713
    1044.49873606 ,     313.407448587
     248.15890826 ,     3788.88700306
    75.3766135823 ,     6800.84585445
     972.46128888 ,     282.397553759
    22790.8877706 ,     1938.69028486
    2942.33432192 ,     49.5987577037
    1.56495457109 ,     28.6902118344
    1333.01854989 ,     1278.98489739
    4946.26376857 ,     1106.84851122
    9683.57264052 ,     734.949951094
    37778.4793927 ,     36020.8269922
    278.329558767 ,     998.191357027
    46401.6702768 ,     9393.41569673
    2624.30126878 ,     2188.43973297
    555.456153554 ,     16.8497258024
    31771.0502873 ,      11119.482493
    5132.36860984 ,     2800.39262548
    248.549929178 ,     2115.83844582
    17481.6635725 ,     11.7818314787
    4834.96896426 ,      8402.0810801
    25126.4893068 ,     18164.3719993
    292.921117317 ,     2455.83203693
    75590.3991347 ,     14441.6594872
    15333.0166601 ,     7757.25318003
    14722.0830743 ,     1682.16937552
    703.065318118 ,     293.096255515
    6249.20014436 ,     2059.37634164
    12432.7453046 ,     40162.7749203
    2073.59792643 ,     214.314603402
    5473.61921893 ,     1925.05429092
    108.027701867 ,     2144.05074994
    7344.50021184 ,     1460.18927894
    54193.0401511 ,     17285.3146782
    5837.18220045 ,     3963.04221082
    25049.8719887 ,     607.765107021
    4639.78471021 ,     667.897213654
    5451.08119117 ,     159.787451849
    26850.5037534 ,     6367.49838876
     11967.177712 ,     3585.20627066
    9965.32956363 ,     26230.3927193
    23762.6096448 ,     25121.9574806
     9973.8149408 ,     4111.15788452
    46265.0648014 ,     33.7352903774
    6676.65826687 ,     8917.30485711
    9073.46088042 ,     3363.13867637
    44.0342588989 ,     2114.52134234
    4.98941259885 ,     2204.17092048
    1734.15082401 ,     2246.19376663
    492.054672608 ,     5766.27978124
    3682.38762994 ,     15935.1217428
    2242.75575566 ,     3139.29461286
    18651.4152664 ,     502.762086834
    56.3750607163 ,     161.189119556
    23397.5693931 ,     28312.2319127
    1657.39215929 ,     2396.69550727
    4895.58214232 ,     40.6351840345
     2718.7024502 ,      31.996417427
    19724.3552199 ,     14222.1591057
    88682.6277542 ,     30484.5751782
    157.521392564 ,     2800.57267246
    66835.6754402 ,      20352.128661
    948.079932648 ,     2892.73228532
    121.710648153 ,     1117.84175986
    837.292725413 ,     553.127953083
    14.3319500099 ,     44.7438623909
    11147.8194763 ,     532.572249572
    3659.47409138 ,     8062.59207673
    35926.2791377 ,     8116.44967241
    1020.01345404 ,      841.36715989
    5679.65415772 ,     1234.40333447
     3188.1832898 ,     20567.5434141
    28116.4242037 ,     8417.26219768
    9548.27168967 ,     156.866842496
    1123.70388101 ,     2897.92010499
    122.832697847 ,     181.486153104
    41098.6919634 ,      5896.5423142
    4801.36559135 ,     1029.81541237
    5076.08059405 ,     2660.10197698
    85364.1079933 ,     38908.5248319
    1486.81166917 ,     781.195699965
    309.645227477 ,     595.479388535
    7342.21971495 ,     8983.46585229
    16570.1615631 ,      5362.2631629
    1018.99284282 ,     1563.12951413
    11430.4368958 ,     914.468281757
    137812.770924 ,      26554.285634
     167.43343697 ,     2966.93066381
    527.787026742 ,     385.202032541
    25694.9003487 ,     5826.50277536
    46585.9065638 ,     5355.11531064
    8649.03335784 ,     16196.7624074
    2552.71408457 ,     15700.8336122
    32961.5300876 ,     4106.19184913
    548.956934755 ,     36.1626347962
    44.1478689454 ,     369.263262959
     949.26354232 ,  0.00525727894697
    1710.52519062 ,     4476.00513201
    27680.0471228 ,     15666.3484607
    1.91458614132 ,     2516.30672186
    10373.0609013 ,     703.090578055
    17839.3560323 ,     786.397300218
    5873.50323137 ,     5755.56557589
    3377.04291769 ,     764.967210935
    91.1747255152 ,      385.17281084
    30351.8675104 ,     1299.73870095
    13976.1298781 ,     905.938570184
    102.837866119 ,     738.797450992
    204.140626763 ,      19520.274225
    19682.7824888 ,     13645.3223308
     1706.7659456 ,     1243.95117567
    18677.9577693 ,     5428.01837456
    44618.7684584 ,     9947.57687105
    27511.2938866 ,     20741.4164587
     1357.2261693 ,     1635.74695517
     23179.099803 ,     5384.90451525
     480.42701927 ,     361.212449559
    53297.3103732 ,     769.300738201
    1007.45144439 ,     5188.38676572
    14642.8525731 ,     3209.36107629
    185.643758824 ,     40.4878143376
    9392.33779796 ,     2790.68917559
    274.302219064 ,      4000.9066352
    10364.9340808 ,     10126.3607224
    4075.80090838 ,     5305.37734943
      3.588372976 ,     6059.80952341
    23963.7430038 ,     17044.8923964
    47813.6149757 ,     1426.30631343
    12144.0360597 ,     4709.27569722
    8240.23562971 ,     2779.38155593
    11020.8643361 ,     5541.55761194
    33.1662493739 ,     531.676664205
    161224.375011 ,     14242.8551779
    2.02785908373 ,     10068.7015632
    2473.58689766 ,     2.91056168495
    24501.7144461 ,     28.9599341427
    6758.92087067 ,      10167.274636
    216.350869517 ,     4132.91007528
    29.8502889637 ,     5754.62750277
    802.523985379 ,     26266.5423287
    21054.2287862 ,     4805.83053997
    23222.4224504 ,         16762.779
    2336.90242005 ,     100.303956701
    29377.6922381 ,     2959.02268229
    9998.04296738 ,     784.141303331
    161.502924931 ,     3225.53678233
    261.087852554 ,     20598.8248698
    21212.6879458 , 0.000842258085584
    7265.72201353 ,     4528.86019053
    1650.79163678 ,     276.459058747
    3498.81844663 ,     110.187479579
     9192.6802387 ,      1222.1988534
    45544.7080858 ,     32379.2328575
    13898.6601362 ,     1.99976537834
     52899.917253 ,     24044.8165468
    586.516120882 ,     6286.10557385
    1140.86629703 ,     3031.00173219
    10.7710053621 ,     942.432163051
    40269.2621267 ,     20299.9542938
    2027.23844067 ,      28445.274804
    2744.85986866 ,     2567.04336664
    8753.93861922 ,     7050.93603238
    316.093075343 ,     935.626623407
    20726.5166844 ,      5877.0691035
    710.442202663 ,     385.863258705
    2696.96313159 ,     2788.77641095
    17518.1965716 ,     6968.47284048
    7192.35238039 ,     10614.0911793
    50295.6169982 ,     8627.68744248
    1053.70265181 ,      2898.9238091
    4993.92522467 ,     28626.1437993
    32019.3202262 ,       17917.35751
    8944.70865071 ,     843.933730098
    18156.7918672 ,     1891.58835306
    694.243286098 ,     2281.09421718
    1463.62579009 ,     7.16537080455
    7059.08691789 ,     4205.35857972
    1617.74546308 ,     495.851581009
    37301.6764723 ,      5761.2434568
    88756.0481301 ,       83082.62969
    79.1434811613 ,     1598.65934277
    29895.9174305 ,     30602.9650049
    7.60210376193 ,     4967.73488025
    3305.20092439 ,     86.1044172426
    2377.19533963 ,     3881.50887997
    2082.00560891 ,     4155.97364281
    2727.65070624 ,      1220.3302279
    12632.0375883 ,     40050.5033524
    2391.81696677 ,     1162.91143108
    3265.64981634 ,     2280.81039157
    22086.6383068 ,     4508.04511366
    431.747328427 ,     16103.0639224
    2218.12014598 ,     518.909973532
    1487.69799149 ,     108.264452068
    746.041365295 ,     3348.46188034
     29045.541235 ,     48353.0192266
    2358.90031308 ,     1540.95392967
    314.706478437 ,     118.372954879
    94.1474779816 ,     224.554303867
    6080.21907243 ,      6772.9734614
    326.538315461 ,     1121.82067336
    4659.22894455 ,      4526.3317574
    1764.93426504 ,     98.6666464944
    2820.83654622 ,     106.300652706
    387.295088723 ,      3698.2620407
    70684.9985932 ,     30034.7417614
    29082.1899204 ,     4503.51372165
    453.610510989 ,     4654.97438678
    4014.22105528 ,     546.760734181
    16318.3409786 ,     11752.1443438
    7568.91279511 ,     14967.2929866
    1960.24367386 ,     3279.31645469
    556.701721329 ,     12210.7345883
    3789.58414094 ,     14892.4044738
    64.4792139591 ,     10742.8362808
    2634.34345258 ,     7262.18700027
    8629.33108758 ,     4716.20887284
    82.5060293693 ,      1853.8129263
    29408.3791369 ,     334.268022978
    1601.91338858 ,     35.3418340097
    278.489463494 ,     5.89761531599
     14623.258958 ,     2060.33726517
    21208.4242015 ,     2017.56556063
    51.9248968603 ,     1741.36693043
    48.8441497924 ,     2083.42871881
    242.132908125 ,     494.043976669
     9194.6987454 ,     188.923438723
    2316.04893399 ,      1916.9951037
    1783.59842071 ,      1379.8330662
    1732.90287436 ,     9859.86867471
    19584.8236257 ,      7822.6263513
     43800.613698 ,     18953.7895152
    688.268410848 ,     3280.77008857
    1234.84585326 ,     1546.57131037
      45180.05421 ,     39901.4198025
    46.5568381343 ,   0.0610743057055
    52491.1810234 ,     9895.12034209
    21647.6123213 ,     5.56755877252
    6258.18759112 ,     6371.86633372
    84108.2040055 ,      50602.388195
     4255.2681442 ,     482.870382968
     6948.7602836 ,     13157.8438834
    13450.4245324 ,     290.544620471
    2914.35721647 ,     4382.88329156
    17373.3091234 ,     1264.42963306
    34088.1407033 ,     887.424041494
    2096.40187158 ,     8821.23680443
    3722.27680939 ,     7111.34533014
    960.363788094 ,     6313.50509557
    150.013575846 ,     2131.54732583
    11880.2595943 ,     3296.39896208
    5362.54556212 ,     2129.96264045
    21541.8906806 ,     35710.6549365
    8678.25268716 ,     241.346956685
    52398.2692753 ,     27288.6925636
    6720.16031392 ,     1910.88674404
     117381.26754 ,     19477.9675636
    1486.64694128 ,     16.4213281359
    399.104429823 ,     6351.76622953
    11333.7715348 ,     36.8806254541
    49367.5305317 ,      38329.523402
    5192.40261105 ,      948.32668652
    283.869683601 ,     32.6174623784
    1659.58049687 ,     12138.4914819
    3147.80094965 ,     190.102961915
    6336.33648577 ,     2064.79583708
     834.79435615 ,     2893.00550119
    533.355166553 ,     118.714275352
    41448.9947017 ,     21446.3785494
    17478.9972099 ,     5949.34062047
    528.927718022 ,     1616.43322383
    15255.4719147 ,     178.758951655
     13720.214011 ,     1847.82648647
    23233.7561515 ,     9074.87930921
    292.813875892 ,       54.55040388
    10069.8989792 ,     6579.19488845
    20063.6747877 ,     13197.8574941
    2008.97396299 ,     4623.00723129
    3028.94182526 ,      1388.9550733
     3864.8320439 ,      467.82597687
    25529.0945483 ,     10199.4593679
    39784.7548367 ,      6571.8142118
    32743.4921585 ,       6126.160567
    5859.35751161 ,       232.0291519
    12389.2039848 ,     512.140886278
    11946.3873482 ,     1041.10886512
    1222.06618584 ,     5684.27714992
    1332.76305378 ,     950.663646136
    2563.58912523 ,     2876.86246761
    857.973769369 ,      356.57824308
    9862.24864794 ,     831.261613968
    3958.80061378 ,     32881.6065258
    17726.0010679 ,     406.340010288
    4759.23066512 ,     2981.15517286
    11181.6396164 ,     35623.4464835
    1246.67229469 ,     460.047693272
    3798.21737482 ,     877.919786038
    5470.54541218 ,     183.854649053
    22943.7243722 ,     15997.5355834
    2062.12048313 ,     5502.58565079
    2351.91137337 ,     238.941516408
    57.3034132519 ,     1264.71060123
    1166.82826551 ,     3.75512839653
    31800.1524191 ,     9586.15195829
    9607.98812893 ,     21647.1176595
    9033.59488839 ,     1605.91639443
    844.133513425 ,     32000.1036239
    1011.51264213 ,      1495.5668834
    4646.64789431 ,     4942.63953222
    35703.9437342 ,     496.645307104
     10358.847825 ,     2535.62340662
    2788.51767499 ,     9052.79973069
    25681.5494278 ,     412.149674491
     520.67174854 ,     262.001335005
    1130.66829548 ,     117.862384518
    3151.60068553 ,     13808.5597522
